mode,metric,run1,run2,run3,mean,std,cv_percent
serve,mean_ttft_ms,11094.598469993798,8738.617540002451,8867.37671213632,9566.864240710856,1081.5493940312997,11.305160884680184
serve,output_throughput_tok_s,7.158994958084082,7.605188036744234,6.650039680256374,7.13807422502823,0.39021818984516915,5.466715216787002
serve,mean_tpot_ms,872.9576991306478,860.8207028095392,986.913086938171,906.8971629594527,56.79634810766547,6.262710969601394
latency,avg_latency_ms,63794.789608645566,61249.176749649145,62797.0735700413,62613.679976112006,1047.3016485848161,1.6726403063745436
throughput,tokens_per_second,23.288083753772554,23.28789908810579,23.264086183582474,23.28002300848694,0.011269289134007664,0.04840755152990762
throughput,requests_per_second,0.12129210288423206,0.12129114108388431,0.12116711553949205,0.12125011983586947,5.8694214239623306e-05,0.04840755152990766
